pm10,pm25,so2,co,o3,no2,categori
87,113,40,31,15,12,1
77,97,40,28,13,16,2
76,92,41,21,15,16,2
78,100,41,24,19,22,2
74,103,40,23,17,18,1
75,91,41,22,14,20,2
69,90,41,25,16,22,2
68,85,40,21,10,17,2
71,80,41,27,8,16,2
73,86,41,20,19,13,2
63,74,40,26,17,9,2
63,76,40,35,15,9,2
51,56,40,24,11,14,2
70,124,28,25,67,26,1
66,112,27,24,70,21,1
43,66,24,18,76,16,2
58,100,24,28,71,25,2
74,128,25,31,71,31,1
52,84,29,18,50,18,2
60,103,27,21,68,22,1
63,109,30,24,58,22,1
60,99,28,20,72,19,2
60,104,28,27,61,25,1
53,88,27,20,73,18,2
56,92,26,27,66,27,2
44,70,29,21,45,19,2
39,69,33,19,53,18,2
46,77,29,23,46,22,2
44,74,28,23,63,23,2
47,77,28,20,53,14,2
67,124,29,25,52,14,1
67,112,30,29,48,22,1
54,88,32,19,48,18,2
64,110,34,23,38,24,1
63,105,32,22,51,19,1
61,97,34,21,35,16,2
60,103,33,22,39,20,1
58,91,35,21,39,18,2
55,84,31,29,29,13,2
47,74,34,18,41,16,2
46,70,35,24,45,19,2
55,87,30,30,46,14,2
38,66,31,22,35,16,2
70,98,57,12,29,31,2
58,84,15,25,23,38,2
60,84,17,24,24,38,2
59,87,13,24,26,35,2
59,79,12,24,29,38,2
63,92,16,25,33,41,2
75,99,23,27,27,44,2
61,83,16,26,28,43,2
59,84,15,27,15,42,2
64,94,17,24,18,37,2
64,102,16,24,29,33,1
63,90,15,23,25,33,2
63,96,16,26,20,44,2
69,105,16,27,21,49,1
61,92,57,15,22,26,2
59,74,58,12,17,26,2
71,103,57,18,21,48,1
59,76,56,21,19,54,2
53,70,57,15,13,48,2
33,47,57,10,10,25,2
35,53,58,15,13,44,2
42,56,58,11,15,23,2
39,65,57,12,19,32,2
62,79,57,10,22,25,2
67,101,57,16,24,40,1
79,109,60,17,24,46,1
65,90,57,14,28,27,2
66,96,57,15,33,32,2
66,96,57,14,31,31,2
71,97,58,13,26,30,2
71,95,58,11,30,17,2
66,89,58,11,26,20,2
67,87,58,11,27,23,2
63,89,57,11,30,16,2
58,78,57,11,39,15,2
64,88,57,11,38,23,2
80,115,59,12,30,37,1
70,92,57,11,36,28,2
64,93,58,11,28,25,2
70,100,58,10,28,22,2
72,104,58,10,33,17,1
67,93,57,9,31,12,2
75,106,58,11,27,27,1
78,110,58,11,30,26,1
56,89,57,13,13,41,2
35,67,57,10,11,37,2
71,106,58,21,12,77,1
46,71,57,15,12,62,2
52,69,58,12,9,57,2
28,50,57,8,6,61,2
22,32,57,11,8,85,2
36,60,58,11,11,66,2
31,58,57,11,10,45,2
51,77,58,7,12,24,2
64,101,58,13,11,31,1
61,98,58,12,17,32,2
68,111,59,19,17,65,1
61,92,58,12,17,33,2
57,90,58,11,17,29,2
54,86,58,9,22,27,2
59,93,58,11,17,29,2
59,88,58,9,18,26,2
53,82,58,8,19,24,2
58,89,58,9,19,28,2
52,81,58,8,20,25,2
51,78,58,8,20,25,2
55,83,59,8,23,25,2
54,82,60,7,22,30,2
45,73,58,7,20,34,2
52,76,58,8,15,38,2
60,91,59,9,19,32,2
62,99,59,9,21,32,2
54,15,59,8,22,33,2
55,16,59,8,21,32,2
62,16,28,26,21,28,2
73,98,40,30,18,14,2
61,71,40,25,15,15,2
77,105,43,36,17,15,1
61,68,51,31,17,16,2
64,65,51,24,12,16,2
51,51,51,20,11,12,2
33,46,51,24,11,14,2
52,63,51,22,21,10,2
46,55,51,22,18,13,2
65,74,51,19,20,12,2
75,107,51,28,26,17,1
79,94,51,26,29,20,2
74,81,51,23,29,20,2
77,97,51,26,19,22,2
76,90,51,21,24,18,2
73,81,51,19,24,17,2
76,84,51,21,25,16,2
70,81,51,20,27,16,2
69,80,51,21,32,17,2
72,81,52,21,34,19,2
77,87,52,21,26,23,2
66,74,51,20,30,19,2
64,79,52,22,25,17,2
75,92,51,20,27,16,2
75,90,51,21,31,15,2
83,97,52,20,31,17,2
80,94,52,23,28,19,2
96,113,52,28,28,20,1
48,74,28,19,45,16,2
66,117,33,27,25,23,1
53,96,34,22,36,20,2
65,112,34,29,25,32,1
59,104,33,25,27,23,1
52,89,35,22,31,20,2
53,99,34,24,37,24,2
57,99,35,25,27,25,2
52,89,37,20,36,17,2
47,93,34,20,53,15,2
51,91,35,19,54,17,2
45,88,33,18,58,13,2
39,82,32,18,61,13,2
47,85,35,18,52,14,2
53,95,38,19,41,16,2
44,84,34,19,47,15,2
53,90,34,20,37,16,2
52,91,36,19,44,16,2
55,104,34,20,54,14,1
44,94,34,20,46,15,2
53,102,33,21,39,19,1
59,112,34,22,42,22,1
